document,section,paragraph_sentence,sentence_text,positive_technical_claim,claim_id,evidence_dependency,state,permitted_scope,required_citation,proposed_correction,lint_status
thesis_v10,I. 서론,p226.s3,후보는 최대 4번의 encrypted trial만 허용되며 첫 SAFE에서 멈춘다.,NO,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p227.s1,"FlipGuard의 동결된 bounded repair는 선언된 개발 ablation에서 one-shot 실패 네 건을 SAFE 선택으로 전환했으며, 이는 보편적 repair 성공을 뜻하지 않는다.",YES,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p227.s2,"이 결과는 repair의 경험적 가치를 보여주지만, 모든 그래프와 입력에서 repair가 성공한다고 해석하지 않는다.",YES,adaptive_repair,direct_ablation;direct_confirmatory,SUPPORTED,predeclared development ablation and observed repair causes,EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p228.s1,"셋째, NO_SAFE와 no-retuning locked audit protocol을 제시한다.",YES,primary_no_retuning_locked_audit;no_safe_behavior,direct_confirmatory;direct_development;no_safe,SUPPORTED,10 dataset-model workloads and five deterministic repeated partitions | one-candidate budget control and declared two-candidate finite domain,EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p228.s2,제한된 후보 budget 안에서 SAFE를 확립하지 못하면 임의의 차선 후보를 선택하지 않고 기권한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,I. 서론,p228.s3,"후보가 선택되면 candidate literal과 관련 digest를 잠그고, configuration-validation과 분리된 audit input에서 synthesis와 repair를 호출하지 않은 채 그대로 재생한다.",YES,scoped_direct_synthesis;adaptive_repair,direct_confirmatory;direct_development;final_suite;direct_ablation,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters | predeclared development ablation and observed repair causes",EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p228.s4,Audit의 negative result는 후보 재조정의 근거가 아니라 해당 claim을 낮추는 과학적 결과로 보존한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,I. 서론,p229.s1,"넷째, Security-V2 bounded comparison, paired latency, negative result, structural/scoped generalization을 포함한 재현 가능한 evidence system을 구축한다.",YES,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p229.s2,"Security-V2에 허용된 7개 profile과 2개 path만 정식 bounded catalog에 포함하고, Q와 QP를 객체별로 재감사한다.",YES,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p229.s3,"모든 주요 결과는 source commit, policy digest, input/model/split digest, raw ledger, summary, SHA256SUMS, verifier와 연결한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,I. 서론,p229.s4,"이 체계는 성공 사례뿐 아니라 NO_SAFE, audit policy rejection, provenance mismatch의 fail-closed 기록을 유지한다.",YES,no_safe_behavior,no_safe,SUPPORTED,one-candidate budget control and declared two-candidate finite domain,EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p230.s2,"첫째, 후보의 생성 출처와 분리된 결정 안정성 판정 및 선택 계층이다.",YES,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p230.s3,"둘째, graph fact와 결정 여유에서 후보를 산출하는 내장 직접 합성이다.",NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p230.s4,"셋째, configuration-validation과 설정 고정 최종 검증을 분리하고 NO_SAFE와 evidence provenance를 결합한 평가 절차다.",YES,no_safe_behavior,no_safe,SUPPORTED,one-candidate budget control and declared two-candidate finite domain,EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p230.s5,"Security-V2, digest, failure taxonomy와 claim registry는 이 세 기여의 신뢰성을 뒷받침하는 구현 요소다.",NO,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p231.s1,"본 연구는 선언된 tabular graph, 더 깊은 polynomial graph, scalar-replicated Sobel/Harris/CNN-lite adapter를 대상으로 한다.",NO,scoped_non_tabular_extension,sobel;harris;cnn_lite,PARTIALLY_SUPPORTED,BSDS500 Sobel/Harris patches and MNIST CNN-lite scalar-replicated adapter,EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p231.s3,Bounded catalog는 Security-V2를 통과한 유한 비교 집합이며 전역 탐색을 뜻하지 않는다.,YES,security_attestation,security_attestation;exact_estimator,PARTIALLY_SUPPORTED,"attested direct, catalog, reference, and latency-arm literals",EVIDENCE_REGISTRY,,PASS
thesis_v10,I. 서론,p231.s4,Paired latency는 동일 연구 host에서 측정한 결과이고 실제 서비스 환경의 성능을 대변하지 않는다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,I. 서론,p231.s5,"Security 결과 역시 명시한 runtime object, Q/P literal, estimator model과 보수적 표 한계에 대한 재감사이며, 임의 runtime 분포와의 정확한 동등성을 뜻하지 않는다.",NO,scoped_direct_synthesis,direct_confirmatory;direct_development;final_suite,SUPPORTED,"declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,"제2장은 CKKS 근사 산술, 파라미터, decision margin과 보안 정책을 설명한다. 제3장은 compiler, autotuning, application-aware correctness 연구와 FlipGuard의 관계를 분석한다. 제4장은 문제와 assurance model을 형식화하고, 제5장과 제6장은 설계 및 구현을 제시한다. 제7장은 평가 프로토콜과 통계 단위를 정의하며, 제8장은 direct synthesis, audit, NO_SAFE, latency, 구조 확장, security 결과를 보고한다. 제9장은 negative result와 한계를 논의하고, 제10장은 재현성·보안 artifact를 정리한다. 제11장은 admitted claim의 범위 안에서 결론을 제시한다.",p232.s1,"제2장은 CKKS 근사 산술, 파라미터, decision margin과 보안 정책을 설명한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,"제2장은 CKKS 근사 산술, 파라미터, decision margin과 보안 정책을 설명한다. 제3장은 compiler, autotuning, application-aware correctness 연구와 FlipGuard의 관계를 분석한다. 제4장은 문제와 assurance model을 형식화하고, 제5장과 제6장은 설계 및 구현을 제시한다. 제7장은 평가 프로토콜과 통계 단위를 정의하며, 제8장은 direct synthesis, audit, NO_SAFE, latency, 구조 확장, security 결과를 보고한다. 제9장은 negative result와 한계를 논의하고, 제10장은 재현성·보안 artifact를 정리한다. 제11장은 admitted claim의 범위 안에서 결론을 제시한다.",p232.s2,"제3장은 compiler, autotuning, application-aware correctness 연구와 FlipGuard의 관계를 분석한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,"제2장은 CKKS 근사 산술, 파라미터, decision margin과 보안 정책을 설명한다. 제3장은 compiler, autotuning, application-aware correctness 연구와 FlipGuard의 관계를 분석한다. 제4장은 문제와 assurance model을 형식화하고, 제5장과 제6장은 설계 및 구현을 제시한다. 제7장은 평가 프로토콜과 통계 단위를 정의하며, 제8장은 direct synthesis, audit, NO_SAFE, latency, 구조 확장, security 결과를 보고한다. 제9장은 negative result와 한계를 논의하고, 제10장은 재현성·보안 artifact를 정리한다. 제11장은 admitted claim의 범위 안에서 결론을 제시한다.",p232.s4,"제7장은 평가 프로토콜과 통계 단위를 정의하며, 제8장은 direct synthesis, audit, NO_SAFE, latency, 구조 확장, security 결과를 보고한다.",YES,no_safe_behavior;structural_extension;scoped_direct_synthesis,no_safe;structural;structural_failure;margin_interpretation;direct_confirmatory;direct_development;final_suite,PARTIALLY_SUPPORTED,"one-candidate budget control and declared two-candidate finite domain | five datasets x five deterministic partitions for mlp_square_poly3 | declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,"제2장은 CKKS 근사 산술, 파라미터, decision margin과 보안 정책을 설명한다. 제3장은 compiler, autotuning, application-aware correctness 연구와 FlipGuard의 관계를 분석한다. 제4장은 문제와 assurance model을 형식화하고, 제5장과 제6장은 설계 및 구현을 제시한다. 제7장은 평가 프로토콜과 통계 단위를 정의하며, 제8장은 direct synthesis, audit, NO_SAFE, latency, 구조 확장, security 결과를 보고한다. 제9장은 negative result와 한계를 논의하고, 제10장은 재현성·보안 artifact를 정리한다. 제11장은 admitted claim의 범위 안에서 결론을 제시한다.",p232.s5,"제9장은 negative result와 한계를 논의하고, 제10장은 재현성·보안 artifact를 정리한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p234.s2,CKKS 배경 및 관련 연구,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p235.s2,CKKS 근사 산술과 실행 구성,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p236.s1,CKKS를 처음 접하는 독자를 위해 본 절에서는 scheme의 전체 수학을 재전개하기보다 실행 구성 선택에 직접 필요한 개념을 설명한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p236.s2,CKKS ciphertext는 정수 다항식 ring 안에 scale이 곱해진 근사 실수값을 표현한다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p236.s4,"따라서 실행 구성은 계산 가능성, 정확도, 메모리와 latency를 동시에 결정한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p237.s1,"CKKS는 실수 또는 복소수 값에 대응하는 벡터를 다항식 ring의 plaintext로 인코딩하고, 암호문 상태에서 덧셈과 곱셈을 수행할 수 있게 하는 근사 동형암호 방식이다 [1].",NO,BACKGROUND,,BACKGROUND,Background/definition only,[1],,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p237.s2,"복호화 결과는 평문 계산값과 비트 단위로 동일할 필요가 없으며, 인코딩과 연산 과정의 근사 오차를 포함한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p237.s4,"동시에 응용이 허용할 수 있는 오차를 명확히 정의하지 않으면, 암호 연산이 성공했다는 사실만으로 응용 결과의 적합성을 판단할 수 없다는 문제를 낳는다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p238.s1,"CKKS 구현은 cyclotomic ring dimension N, ciphertext modulus chain Q, special modulus P, scale과 level을 주요 구성 요소로 사용한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p239.s5,"부트스트래핑은 소모된 계산 능력을 갱신할 수 있지만 비용이 크며, 본 연구의 primary graph는 부트스트래핑을 포함하지 않는 leveled CKKS 범위다.",NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p240.s2,후보 시험(candidate trial)은 하나의 CKKS literal을 configuration-validation artifact에 대해 시험한 횟수다.,NO,formal_trial_reduction;scoped_direct_synthesis,final_suite;bounded_oracle;direct_confirmatory;direct_development,SUPPORTED,"Security-V2-admitted 7 profiles x 2 paths over the declared instances | declared tabular, polynomial, Sobel, Harris, and scalar-replicated CNN-lite adapters",EVIDENCE_REGISTRY,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p240.s3,하나의 trial은 여러 fresh-key run을 포함할 수 있다.,NO,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p240.s4,신규 키 반복(fresh-key run)은 새 secret/evaluation key material을 생성하고 동일 후보를 실행하는 한 번의 반복이다.,YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p240.s5,암호화 샘플 평가(encrypted sample evaluation)는 하나의 sample이 하나의 fresh-key run에서 암호화 평가된 횟수다.,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p240.s6,"벽시계 지연시간(wall-clock latency)은 setup/key generation, evaluation-only, total 구간을 구분해 측정한다.",YES,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p241.s2,예를 들어 후보 1개를 세 fresh-key로 평가하면 candidate trial은 1이지만 key run은 3이다.,YES,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p241.s3,200개 sample을 세 key로 평가하면 encrypted sample evaluation은 600이다.,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p241.s4,"Catalog 후보 수, direct trial 수, key run 수를 서로 바꾸어 사용하면 tuning-work 감소를 과장하거나 실제 실행비용을 축소할 수 있다.",YES,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p241.s5,"FlipGuard의 trial-reduction 주장은 candidate trial 단위로만 정의하며, key run과 sample evaluation은 별도 회계로 보고한다.",YES,formal_trial_reduction,final_suite;bounded_oracle,SUPPORTED,Security-V2-admitted 7 profiles x 2 paths over the declared instances,EVIDENCE_REGISTRY,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p242.s1,[표 1] CKKS 실행 구성의 주요 요소와 영향,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p258.s1,evaluation key 비용 증가,NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p271.s2,결정 경계와 판단 반전,NO,finite_scope_decision_integrity,direct_confirmatory;direct_development;margin_interpretation;no_safe,PARTIALLY_SUPPORTED,declared finite validation and locked-audit artifacts,EVIDENCE_REGISTRY,,PASS
thesis_v10,II. CKKS 배경 및 관련 연구,p272.s1,"입력 x에 대한 평문 score를 f_plain(x), CKKS candidate c의 score를 f_c(x), decision threshold를 tau라 하자.",NO,BACKGROUND,,BACKGROUND,Background/definition only,YES,,PASS
